text,label_ternary,label_original,dataset_name
পড়াশোনার করে যে পরিশ্রমটা দশ বারো ঘন্টা পড়বে তখন তার এটা অভ্যাস হয়ে যাবে এই পরিশ্রমটা যখন সে রিয়েল লাইফে করবে তখন সে সাকসেসফুল হওয়ার সম্ভাবনা বেশি থাকবে,1,Neutral,banglasarc3
সুখ যার কপালে লিখা থাকে সে ফুটপাতেও সুখ পায়,1,Neutral,banglasarc3
আমি আপনাদের টিমে জয়েন করতে ইচ্ছুক আমি শিখতে চাই শিখার জন্য কঠোর পরিশ্রম করতে চাই জানি না আপনাদের ১৫ জনের টিমে থাকতে পারবো কি না তবে আশা রাখি,1,Neutral,banglasarc3
স্বামীর ঋনে স্ত্রী গেরান্টার হলে অবশ্যই আদালত গেরান্টারের বিরুদ্ধে আদালত ওয়ারেন্ট দেয় এক্ষেত্রে হলুদ যমুনা সাংবাদিক পাবলিককে সেন্টিমেন্ট করে কি বুজাতে চান পুলিশ পুলিশ লিখে ওনি কি বুজাতে চান আর ওয়ারেন্ট কি পুলিশ ইসু্্য করে হলুদ সাংবাদিক কি জানেন না,0,Non-Sarcastic,banglasarc3
আপনি কি ঢাকায় নতুন নাজিরা বাজারের এই চিত্র আজকের নতুন না শব ই বরাত রোজা সহ বিশেষ দিনগুলোতে এমনই জমজমাট থাকে এইখানে,1,Neutral,banglasarc3
আগুনের ভিতর ডিজেল ঢালেন তাইনা,0,Non-Sarcastic,banglasarc3
ওনি ঠিক আছে আমি পাগল হয়ে গেছি আমাকে একটু গ্রেফতার করুন,2,Sarcastic,banglasarc3
আর একদম শেষ প্যানেলে দেখা যায় বৃদ্ধ বয়সে সেই পাঠকই পরের প্রজন্মের হাতে তুলে দিচ্ছে তার ভালোবাসার বইগুলো,1,Neutral,banglasarc3
কথা হচ্ছে টিই কেনো বাড়লো এটা সুনির্দিষ্ট সংকেত বাঘ সমাজ আজ লজ্জিত আমাদের ক্রিকেট দলের খেলা দেখে,2,Sarcastic,banglasarc3
পাতার সন্ধান পেয়ে ঐদিন কলেজে আসলি না৷ একা একা যাইতে হইছে আমাকে,2,Sarcastic,banglasarc3
কাহিনীতে যে জটিলতা ছিল তা সঠিকভাবে উপস্থাপিত হয়েছে,1,Neutral,banglasarc3
একজন বাংলাদেশী হয়ে আপনি গর্বিত কারণ আপনি যেভাবে পুরো পৃথিবীটা এক্সপ্লোর করছেন আসলেই আপনি ভাগ্য বান নাদির ভাই,0,Non-Sarcastic,banglasarc3
মা সন্তানের সম্পর্ক ভালোবাসা ও ত্যাগের সবচেয়ে বড় উদাহরণ,0,Non-Sarcastic,banglasarc3
রিয়েল হিরো,0,Non-Sarcastic,banglasarc3
এটা কেবলমাত্র শুরু এখান মুজিব নামে রাস্তা ভবিষ্যতে আমরা ভারতের গুরুত্বপূর্ণ শহর গুলো মুজিব ও হাসিনার নামে দখল করে একটা সময় গোটা ভারত বিজয় করে বঙ্গবন্ধু নাম করণ করব ইনশাআল্লাহ এবং শেখ হাসিনা কে আমরা ভারতে পাঠিয়েছি আমাদের দীর্ঘ পরিকল্পনা মাথায় রেখেই,2,Sarcastic,banglasarc3
এই ধরনের উদ্যোগ অনেককেই ইসলামের সঠিক পথে পরিচালিত করতে সাহায্য করবে আল্লাহ আমাদের সহায় হোন,0,Non-Sarcastic,banglasarc3
আল্লাহ হয় এদেরকে হেদায়েত দাও না হয় ধ্বংস করে দাও,0,Non-Sarcastic,banglasarc3
পোস্ট থেকে আমি আমার রিয়েক্ট উঠিয়ে নিলাম,2,Sarcastic,banglasarc3
একজন নাগরিকের জন্য সার্বভৌমত্ব নিজস্ব জাতীয় সংগীত পাসপোর্ট অন্যান্য দেশের কাছে নিজের একক পরিচয় তুরে ধরে আর এর সমন্বিত রূপ স্বাধীনতা,1,Neutral,banglasarc3
মানুষ মূলত তার ব্যর্থতার সমান শক্তিশালী ভঙ্গুরতার সমান টেকসই অভিজ্ঞতার সমান আত্মবিশ্বাসী,1,Neutral,banglasarc3
ডিনামাইটও আবিষ্কার করা হয়েছিল ভালোর জন্য,1,Neutral,banglasarc3
পরেন জমি নিয়ে পুদ্দারি এই জন্য খারাপ লোকদের কখনো জায়গায় দিতে নেই,0,Non-Sarcastic,banglasarc3
এসব কিছুই করতে হবে না ডক্টর ঝাটকা তার সাথে এখনে আমার কথা হলো খুব দ্রুত ব্যাবস্থা করবো যাওয়ার তারপর আপনার যা ভালো মনে করেন,2,Sarcastic,banglasarc3
এক কথায় অসাধারণ বড় ভাই,0,Non-Sarcastic,banglasarc3
আমরা লক্ষ্য করেছি তুমি প্রায়ই শেষ মুহূর্তে কাজ জমা দাও যা পুরো প্রজেক্টের টাইমলাইনকে ক্ষতিগ্রস্ত করে এটা ঠিক করার জন্য তুমি যদি কাজ শুরু করার জন্য একটি নির্দিষ্ট রুটিন মেনে চলতে পারো তাহলে সবার জন্য কাজ সহজ হয়ে যাবে,0,Non-Sarcastic,banglasarc3
এদের নামও সুলতান ডাইন আর কাচ্চি ভাই মিলিয়ে নকল লোগোও কাচ্চি ভাইয়ের কপি,0,Non-Sarcastic,banglasarc3
বুঝিনা এই ফাও মেরে রাইখা খেলার কি লাভ যা টাকা দিসে এটাই তো বেশি,0,Non-Sarcastic,banglasarc3
এই টক্সিসিটিতে আমি সহমত ভাই,1,Neutral,banglasarc3
আয়ুব খানের ভিডিও দেখে নাফিস নতুন করে আশা জাগানোর চেষ্টা করেছিল যদিও তার পরিস্থিতি ভালো হয়নি,0,Non-Sarcastic,banglasarc3
সদ্য ঘটে যাওয়া জুলাই আগস্টের অভ্যুত্থান যেমন পাঠকদের ইদানীং আকৃষ্ট করে রেখেছে ইতিহাস ও রাজনৈতিক বিশ্লেষণ ঘরানার প্রতি,1,Neutral,banglasarc3
এই বাংলাদেশে আপার আর জায়গা কোনদিন হবে না আমরা সবাই জেগে আছি,1,Neutral,banglasarc3
এদেরকে নিরাপত্তা দিতে যদি ব্যথ হয় বা জনগণকে নিরাপত্তা না দিতে পারলে ষররাষ্ট্র উপদেষ্টার পদত্যাগ করা উচিৎ,0,Non-Sarcastic,banglasarc3
ভাষণে বলবেন আমি ৭ কলেজ কে বিশ্ববিদ্যালয় বানিয়ে দিব তোমরা সবাই মাঠে নেমে যাও ঢাকা শহরে যেন একটাও গাড়ি না চলে,2,Sarcastic,banglasarc3
বাংলাদেশের ক্রিকেট যত দিন থাকবে তুমি ও ততদিন থাকবে,0,Non-Sarcastic,banglasarc3
অভাব আর দুঃখ এক না,1,Neutral,banglasarc3
এরকম ভালো খবর আমরা কোনোদিনও ভাল লাগেনি,2,Sarcastic,banglasarc3
নিম গাছের এত উপকারিতা আছে জানতাম না খুব ভালো তথ্য,0,Non-Sarcastic,banglasarc3
সিলেট সুনামগঞ্জ হবিগঞ্জ এ কোনো রেস্কিউ টিম কাজ করছে এদের নিয়ে কিছু একটা করা দরকার,2,Sarcastic,banglasarc3
ধৈর্যশীল সেনা কর্মকর্তা,0,Non-Sarcastic,banglasarc3
ল্যাব সেশন কার্যকর ছিল,1,Neutral,banglasarc3
তোমার প্রেজেন্টেশনের স্টাইল এতটাই চমৎকার যে মনে হচ্ছে সবাই সেটার কথা চিন্তা করে হাসি চেপে রাখতে পারছে না,2,Sarcastic,banglasarc3
পরবর্তী খেলা গুলো হারলেও বাদ পড়ার সম্ভবনা আছে ঢাকা ক্যাপিটালসের,2,Sarcastic,banglasarc3
হুদাই বেসামরিক বিমান বাহিনীর প্রধান বলছে এক থেকে দেড় বছর লাগবে আর ওনি নিউজ নিয়ে আসছে ১ থেকে দের মাসের মধ্যে হবে,0,Non-Sarcastic,banglasarc3
এইবার হবে বুবলি অপু দুইটাকে নামানো হোক দেখি কি করে হারিয়ে দেয়,2,Sarcastic,banglasarc3
ভালো কাজ হয়েছে সীমাবদ্ধতার মধ্যে থেকে করা কাজটি ভালো লেগেছে,0,Non-Sarcastic,banglasarc3
লোভীর দল উচিত শিক্ষা হইছে,0,Non-Sarcastic,banglasarc3
এমন একদল তামিমকে ট্রল করছে যারা জীবনে টি ২০ শতকের সাধ পায় নি,0,Non-Sarcastic,banglasarc3
এত সুন্দর জীবন পাইছে কয়ডা গালি খাইলে কি আর হয়,0,Non-Sarcastic,banglasarc3
টাকা না থাকলে ভালোবাসা জানালা দিয়ে পালায়,2,Sarcastic,banglasarc3
ছবিতে সৃতিচারণ,1,Neutral,banglasarc3
জনকেরির ঝটিকা সফরের কর্মসুচিতে মনেহচ্ছে আমাদের মাননীয় প্রধানমন্ত্রীর আর্শিরর্বাদ নিতে এসেছেন,1,Neutral,banglasarc3
বেটিরে আর যেনো না ছাড়ে কান চোখ সব ঝালাপালা করে ফেলছে,0,Non-Sarcastic,banglasarc3
অনেকদিন ধরে শান্ দেয়নি আজকেই কামার বাড়িতে যাব,2,Sarcastic,banglasarc3
চাচা চারদিকে এত খুশির খবর কেন আর চোরগুলো কোথায়,2,Sarcastic,banglasarc3
কি ভাবে উনারা সমিতির পদ পদবীর অধিকারীক হলেন মনে হয় আবারো এনায়েতউল্লাহ গ্রুপে ঢুকে গেলাম আবারো পরিবহন খাতে বিশৃঙ্খলা তৈরি হতে যাচ্ছে,0,Non-Sarcastic,banglasarc3
তোমার আত্মবিশ্বাস এতটাই আকাশচুম্বী যে মনে হয় তুমি মাটিতে পা রেখেই ভাবো তুমি প্লেন চালাতে পারবে শুধু চিন্তা দিয়ে,2,Sarcastic,banglasarc3
বাংলাদেশ চিরজিবী হোক,0,Non-Sarcastic,banglasarc3
এক সময়ের ধর্ম প্রতিমন্ত্রী জনাব কায়কোবাদ ২০০৭ সালে আমাদের হজ্ব ব্রত পালন কালে আমাদের সব ধরনের সহযোগিতা করেছিলেন তার আচরণ আমাদের নিকট মহা মানবের ন্যায় উপলব্ধি হয়েছিল অভার অল তিনি ভাল মানুষ,1,Neutral,banglasarc3
বেচে থাকা শিখে গেছি আর মরবো না,1,Neutral,banglasarc3
অর্জুনের চাপ এতটাই বেশি যে সেটা হ্যান্ডেল করা কঠিন আমাদের উচিত ওর প্রতি সহানুভূতিশীল হওয়া,1,Neutral,banglasarc3
বাস্তবতা খুবই কঠিন তবে আমাদের এলাকায় কিছু মহিলা আছে তাদের স্বামীকে দূর প্রবাসে পাঠিয়ে দিয়ে দুয়েকটা আবেগী কথা বলে স্বামীর সাথে পরে তারা প্রধান মন্ত্রীর ভাব নিয়ে চলে সমাজে,0,Non-Sarcastic,banglasarc3
রাস্তার শৃংখলার খবর নাই তারা আছে ধান্দায়,0,Non-Sarcastic,banglasarc3
অনেকদিন পর ভারসাম্যপূর্ণ একটা পোস্ট পাইলাম,1,Neutral,banglasarc3
এই ধরনের লেখা পড়লে অনেক কিছু নতুনভাবে বোঝার সুযোগ হয়,1,Neutral,banglasarc3
চোর চোর চোর চোর চোর,0,Non-Sarcastic,banglasarc3
একদম ছোট আরেক টু লম্বা হলে ভালো করে সাক্ষত নেওয়া যেত,2,Sarcastic,banglasarc3
উপস্থাপিকার যে পরিমাণ ধৈর্যশক্তি তাতে আমি মুগ্ধ,1,Neutral,banglasarc3
স্বজন হারানোর বেদনা কতদিন শুনিনি,2,Sarcastic,banglasarc3
হাইরে এই রকম একটা বলার মানুষ পাইতাম তাহলে অনেক ভাগ্য বান মনে করতাম নিজে কে,2,Sarcastic,banglasarc3
কি মধূময় সময়,1,Neutral,banglasarc3
অসাধারণ সুন্দর লাগছে ফরহাদ মাজাহারের আলোচনা সব সময় জ্ঞানগর্ভ হয়,1,Neutral,banglasarc3
লাইফে যে কয়টা প্রেম করছিলাম একটারেও ১৪ ফেব্রুয়ারি পর্যন্ত নিতে পারিনি,2,Sarcastic,banglasarc3
আপনার নিজের প্রতি ইতিবাচক মনোভাব তৈরি করার জন্য ধীরে ধীরে ছোট ছোট পরিবর্তন আনতে পারেন এটি আপনার আত্মবিশ্বাস বাড়াবে,1,Neutral,banglasarc3
অবশেষে ফার্মগেট এ দেখা মিলল থেকে বেঁচে ফিরে আসা এক বাংলাদেশী প্লেয়ার এর,2,Sarcastic,banglasarc3
আরে চাচা আমাদের এলাকার একটার সাথে সেদিন কট খাইলেন যে,2,Sarcastic,banglasarc3
অভিভাবকদের উচিত সন্তানদের সাথে বন্ধুত্বপূর্ণ সম্পর্ক রাখা,1,Neutral,banglasarc3
ওল্ড মিডিয়া র সীমাবদ্ধতাকে পাশ কাটিয়ে নিউ মিডিয়া র পাঠক ও লেখকেরা বাংলাদেশের প্রকাশনাজগতে নিয়ে আসেন একটা নতুন স্রোত,1,Neutral,banglasarc3
রাসুল স প্রতিদিন সকালে নামাজের পর হেটে এক মসজিদ থেকে দূরবর্তী মসজিদে যেতেন,1,Neutral,banglasarc3
এ ই চরিত্রে অভিনয় করছেন নাকি এ ই প্রফেশনে এসেছেন,1,Neutral,banglasarc3
ইন্টারভিউতে কম থাকার কারণ পরিষ্কারভাবে ব্যাখ্যা করা যেতে পারে,1,Neutral,banglasarc3
মনে পড়ে গেলো কবিগুরু রবীন্দ্রনাথ ঠাকুরের গীতি সখী ভাবনা কাহারে বলে এর শেষ লাইনগুলো প্রতিদিন যদি কাঁদিবি কেবল একদিন নয় হাসিবি তোরা একদিন নয় বিষাদ ভুলিয়া সকলে মিলিয়া গাহিব মোরা,1,Neutral,banglasarc3
পড়াশোনার জন্য একাধিক বইয়ের পরামর্শ দেয়া হয়েছে যা অনেক উপকারী,1,Neutral,banglasarc3
টয়লেটে এখানে ও ব্লগ করিস,2,Sarcastic,banglasarc3
সমস্যা আমার না আমার ডিপার্টমেন্টের,2,Sarcastic,banglasarc3
ওউ টিক আছে,2,Sarcastic,banglasarc3
বুঝতে বাকি নেই,0,Non-Sarcastic,banglasarc3
বাংলাদেশি কোন মিডিয়া যেন স্বৈরাচারের ভাষন প্রচার না করে,0,Non-Sarcastic,banglasarc3
সেই জন্য স্বামী এখন বউ কে রান্না করে খাবে,2,Sarcastic,banglasarc3
এটা তো আগেই চিটিং করা হইছে,2,Sarcastic,banglasarc3
কমেন্ট পড়তে পড়তে শহীদ হয়ে গেলাম,2,Sarcastic,banglasarc3
এখানে শতকরা নব্বই জনই কোরানের ভুল শিক্ষাকেই আদর্শ বলে ভাবে ফলে কাফের জেহাদ আর নামাজ ঠোকা ছাড়া আর কিছুপারে না,0,Non-Sarcastic,banglasarc3
কিছুতেই নিজেকে থামাতে পারছেন না,1,Neutral,banglasarc3
বাল আগেরটাই মজার ছিলো এখন সব ফালতু ভিডিও বানায়,0,Non-Sarcastic,banglasarc3
হুমায়ুন আহমেদ জাতীয় সম্পদ নুহাস পল্লীতে হুমায়ুন আহমেদ এর নামে যাদুঘর করা হোক,1,Neutral,banglasarc3
শেষ পর্যন্ত প্রিয় ভালবাসার মানুষগুলোর সাথে সুখে শান্তিতে সৎ সুস্থ জীবন কাটানোর পাশাপাশি নিজের ভাললাগার কাজগুলো করে যেতে পারার চেয়ে সার্থকতার খুব বেশি কিছু আমার জানা নেই,1,Neutral,banglasarc3
মানব জাতি যে নিজের বিপদ নিজেই ঢেকে এনেছে বুঝতে পারছে না হলিউড মুভিতে দেখা যায় মানুষ আর রোবট একে অপরের বিরুদ্ধে যুদ্ধ করে সেটাই ভবিষ্যতে বাস্তবে রূপ নিতে যাচ্ছে,0,Non-Sarcastic,banglasarc3
এত দিনে কেউ একটা সত্যি কথা বল্ল,0,Non-Sarcastic,banglasarc3
শিক্ষার্থীদের জীবনযাত্রার উন্নতি নিয়ে পরিকল্পনা,1,Neutral,banglasarc3
আপনার লেখার কথাগুলো অসাধারণ খুব সুন্দর লিখেছেন অসংখ্য ধন্যবাদ আপনাকে,1,Neutral,banglasarc3
আবুল হায়াত দিবসে ভক্তদের জন্য কাঙালী ভোজের ব্যাবস্থা থাকবে কি না,2,Sarcastic,banglasarc3
আমি পড়াশোনা করেও দেখেছি আবার না করেও দেখেছি শান্তি পাই শুধু ভন্ডামি করে,2,Sarcastic,banglasarc3
সম্পর্কের প্রতি আমাদের যে দৃষ্টিভঙ্গি সেটা কখনও কখনও সংস্কৃতির সাথে পাল্টে যাওয়ার পরিপ্রেক্ষিতে পুনর্মূল্যায়ন করা প্রয়োজন,1,Neutral,banglasarc3
এর চিন্তা ভাবনায় ডুবে না থেকে কি করে এই পৃথিবীকে কিছুটা হলেও সুন্দর করা যায় এটা নিয়ে আমাদের ভাবা দরকার তাহলে কিছুটা ফলপ্রসু হতে পারে,1,Neutral,banglasarc3
রোমাঞ্চ সাহিত্যে সেবা প্রকাশনী ঘরানার আধিপত্য ভেঙে এই দশকেই আবির্ভাব ঘটে একঝাঁক তরুণ থ্রিলার লিখিয়ের,1,Neutral,banglasarc3
ছাগলে গোলাপ খায় ও খেয়ে হিসু ও করে এইভাবে আমরা গোলাপ জল পাই,2,Sarcastic,banglasarc3
নিশ্চয় ইসকন একটি সংগঠন হিসেবে হিন্দুত্ববাদী সংগঠন নয় খাতা কলমে,1,Neutral,banglasarc3
মানুষের উচিত দুর্বল প্রাণীদের প্রতি দয়ালু হওয়া,1,Neutral,banglasarc3
এই জানালার আড়ালে উকি ঝুঁকি মৃণালের সঙ্গে কত স্মৃতি এ কি করলে ভাই সব শেষ করে দিলে,1,Neutral,banglasarc3
নিজস্ব ওয়ালে যা ইচ্ছা বলবে নাকি কোর্স কিনেছেন বলে তার ব্যাক্তিগত সব অধিকার কিনে নিয়েছেন,0,Non-Sarcastic,banglasarc3
ধৈর্য ও শৃঙ্খলা ছাড়া কোনো কাজই শেষ করা সম্ভব নয় এটি অনেকেই ভুলে যান,1,Neutral,banglasarc3
কাউকে চেহারে দেখে বিচার করবেন না তার কর্ম ও চরিত্র দেখে বিচার করুণ অনেক সুন্দর উক্তি গ্রহণযোগ্য আপনাকে মন থেকে আন্তরিক ধন্যবাদ,1,Neutral,banglasarc3
ডগি নিয়ে নুহাস পল্লি যাচ্ছেন শাওন,2,Sarcastic,banglasarc3
কিন্তু অচেনা শহরে কেউ আদর করবেনা,0,Non-Sarcastic,banglasarc3
হেদায়েত অনেক দামি নিয়ামত স্বয়ং আল্লাহ সুবাহানাহু ওয়া তা আলার পক্ষ থেকে আসে,2,Sarcastic,banglasarc3
তুমি যাও গা আমি খাইতাম না,2,Sarcastic,banglasarc3
উড়ে এসে চোখে পরা ছাড়া আর কোনো কাজ নাই,0,Non-Sarcastic,banglasarc3
এই মহিলারাও লজ্জা সরম কিচ্ছু নাই লজ্জা সরম সব গুলিস্থান পাইকারী দামে বিক্রি করে দিছে,2,Sarcastic,banglasarc3
কোন জুবায়ের সাদ বুঝি না এখানে পক্ষ বিপক্ষ হবে কেন সকলেই মিলেমিশে ইজতেমা করবে একপাক্ষিক সমর্থন কোন সমাধান না,0,Non-Sarcastic,banglasarc3
সম্পর্কের ক্ষেত্রে লজ্জা ও সম্মান অনেক বড় বিষয় এটা শুধু সমাজের নয় বরং প্রতিটি ব্যক্তির নিজস্ব অনুভূতির বিষয়,1,Neutral,banglasarc3
মানুষ সামনা সামনি বসে শুনেছে,1,Neutral,banglasarc3
কিছু কিছু ঘটনা সত্যিই অবাক করে দেয়,1,Neutral,banglasarc3
সরকারের বিচার প্রক্রিয়া নিয়ে সবাই একমত নয় তবে আলোচনায় একটি সঠিক সমাধান বের হওয়া উচিত,1,Neutral,banglasarc3
অন্যের জন্য দোয়া করলে ফেরেশতারা আমীন বলেন এবং এটি সেই ব্যক্তির কল্যাণের জন্য আল্লাহর অসীম দয়ার প্রদর্শন আল্লাহ মানুষের দোয়া কবুল করতে কখনো ব্যর্থ হন না তাই আমাদের দোয়া অপরিহার্য,1,Neutral,banglasarc3
অথচ দশকের শেষ দিকে দেখা যায় ঢাকাসহ আরও কিছু শহরে চালু হচ্ছে বুক ক্যাফে ঘরানার কিছু বিপণি,1,Neutral,banglasarc3
আমিও বিশ্ব ঘুরবো ইনশাআল্লাহ,0,Non-Sarcastic,banglasarc3
এখানে সব আবেগের কথা বলা হয়েছে বিবেক দিয়ে চিন্তা করেন পেটে ভাত না থাকলে মনে প্রেম আসবে না কথায় আছে না অভাব যখন দরজায় এসে দাড়ায় ভালোবাসা তখন জালানা দিয়ে পালায়,0,Non-Sarcastic,banglasarc3
সমস্যা নাই বরং ভালো হয়েছে আপনি ডালাই দিন জীবনের কখনো এখানে জং ধরবেনা,1,Neutral,banglasarc3
কাশফুলের গরম ছোয়া,0,Non-Sarcastic,banglasarc3
ভক্ত বলিলো হোয়াদ্দাফাক হোয়াদ্দাফাক,2,Sarcastic,banglasarc3
আলোচনার মাধ্যমে রাজনৈতিক মতপার্থক্য দূর করা সম্ভব এবং তা শান্তিপূর্ণ সমাধানের পথ খুলে দিতে পারে,1,Neutral,banglasarc3
নিউজ রিপোর্টার এর খবর পড়তে যেয়ে হাসি টা অনেক কসটে আটকে রাখছে,2,Sarcastic,banglasarc3
শাকিব খান এইগোলা কি সুরু করলো,2,Sarcastic,banglasarc3
মানুষের চেহারা নিয়ে বাজে মন্তব্য না করে নিজের চেহারার দিকে তাকিয়ে কথা বলা উচিত কারণ আল্লাহ চাইলে আপনাকে এর থেকেও খারাপ বানাতে পারত যেমন আছেন আলহামদুলিল্লাহ বলুন,0,Non-Sarcastic,banglasarc3
এখনো ওই পর্যায় যাই নাই কিন্তু আলহামদুলিল্লাহ কন্ট্রিবিউশন আছে,1,Neutral,banglasarc3
কট্টরপন্থীকে সাপোর্ট করা প্রকারান্তরে কট্টরপন্থীতার নামান্তর মিলন দাস,0,Non-Sarcastic,banglasarc3
বাবা হচ্ছেন প্রতি টা সন্তানের জন্য বটবৃক্ষ স্বরূপ বাবা ছাড়া দুনিয়ার সবাই স্বার্থপর,1,Neutral,banglasarc3
ঘটনা কি ক্রিকেট বোর্ডের বাঘটাও কি সুন্দর বনে চলে গেল নাকি,2,Sarcastic,banglasarc3
ভালো উদ্যোগ তবে সে উদ্যোগের সফলতা নির্ভর করবে কোন দেশের তৈরি বাস বিশেষ দেশের লারেলাপ্পা কোম্পানির বাস হলে তো কথাই নাই,1,Neutral,banglasarc3
যদি সত্যি হয় সাব্বির তুমি চলে যাও,0,Non-Sarcastic,banglasarc3
বিশ্বাস করেন পরিমনির মন খারাপ শুনার পর থেকে আমি ভাত খাওয়া ছেড়ে দিছি বাতরুম করাও বন্ধ করছি,2,Sarcastic,banglasarc3
নেতাজী সুভাষচন্দ্র বসু বলেছিলেন বাঙালি আজকে যা ভাবে দুনিয়া আগামীকাল তা ভাবে অতএব এতেই বোঝা যায় যে আমাদের চিন্তা ভাবনা কতই উন্নত শুধুমাত্র সঠিক পৃষ্ঠপোষকতা আর ব্যবস্থাপনার অভাবে আমরা অনেক মেধাকে হারিয়ে ফেলছি এভাবেই এরকম মুগ্ধর মত হয়তো আরো অনেক মুগ্ধ আছে যাদের খুঁজে বের করলে আমরা আমাদের সংস্কৃতি আমাদের ক্রীড়াঙ্গন আরো বিভিন্নভাবে উপকৃত হবে,1,Neutral,banglasarc3
সময়ের চেয়ে জীবনের মূল্য বেশি,0,Non-Sarcastic,banglasarc3
এই দেশে এইসব কি হচ্ছে মানবতা কোথায় সম্মান কোথায় বিবেক কোথায়,2,Sarcastic,banglasarc3
জলবসন্ত মহামারী হইছিলো অনেক,1,Neutral,banglasarc3
কঠোর পরিশ্রমের মাধ্যমে সফলতা আসে,1,Neutral,banglasarc3
আমরা আমাদের রেসিপি আপাকে হারিয়ে ফেলেছি,2,Sarcastic,banglasarc3
আজ কেউ নাই বলে,2,Sarcastic,banglasarc3
আপনার পছন্দই আপনার পরিচয় সেটা গর্বের সঙ্গে গ্রহণ করুন,0,Non-Sarcastic,banglasarc3
আমার মনে হয় এই লোকটার মাথায় সমস্যা আছে,0,Non-Sarcastic,banglasarc3
কিচ্ছু করার নাই সিন্নি কম ফকিন্নি বেশি,2,Sarcastic,banglasarc3
ভাই খেলোয়াড়রা এসব ভাবে না এগুলো সাধারণ মানুষের কাজ রাজনৈতিক বিষয়,1,Neutral,banglasarc3
চাচা বুলডোজারে এত হাসিনা কেনো আর ৩২ নম্বর কোথায়,2,Sarcastic,banglasarc3
যতকিছুই হোক এই ব্যাটাকে কেউ কখনো ঘাড় ধাক্কা দিতে পারবে না কারণ এর তো ঘাড়ই নাই,2,Sarcastic,banglasarc3
যথেষ্ট চিন্তা যুক্ত কথা পৃথিবীর বেশির ভাগ মানুষ ই প্রতিশোধ পরায়ন তাহলে সবাই কী ইবলিশে মতো চিন্তার অঙ্কুরিত করছে না এমন কি আপনি এর বাইরের কেউ,0,Non-Sarcastic,banglasarc3
গোলাপ দেওয়ার মানুষ নাই কোন গোলাপ কিসের প্রতীক এটা জেনে কি লাভ হবে ভাই,2,Sarcastic,banglasarc3
হামরা এনতন এ হামাক না দেলে হামরা কাড়ি নিয়া খামো হামার টাকাত খাইমেন আর হামাকে দিবার নেন বাব্বাহহহহহ,0,Non-Sarcastic,banglasarc3
বাপের বেটা হিরো আলম ঐ শালা জায়েদ কে কে চেনে ফকিন্নি,0,Non-Sarcastic,banglasarc3
হাঁস ্যকর শর্ত এ বছরই বা কেন দিল আঙ্গুর ফল না খেতে পারলে টক,2,Sarcastic,banglasarc3
বাংলাদেশের অধিকাংশ যুবক নাহিদদের পক্ষে যতদিন তারা দেশের পক্ষে,0,Non-Sarcastic,banglasarc3
দুইটা দলই গরীব ছিল এজন্য খেলা দেখছি এবং দুই দলকেই সাপোর্ট করছি,1,Neutral,banglasarc3
গাছ লাগানোর মৌসুমে সবাইকে অন্তত একটি গাছ লাগানোর আহ্বান জানানো উচিত,1,Neutral,banglasarc3
বাড়াকে ইনবক্সে বাড়া দেখায়া দিছে নাকি উত্তেজিত ভাই বোনেরা আগের পোস্টের জন্য,2,Sarcastic,banglasarc3
ফানুসের মতো ঘুরে বেড়ায়,0,Non-Sarcastic,banglasarc3
আজকেই জাহিদ খান কে চিনলাম তাও আপনার মাধ্যমে,0,Non-Sarcastic,banglasarc3
লেখকের মতে ইতিহাস জানার চেয়ে ব্যক্তিগত দক্ষতা বৃদ্ধি এবং নৈতিকতা বজায় রাখা অধিক গুরুত্বপূর্ণ,1,Neutral,banglasarc3
সরল জীবনযাপন করা অনেক সময় অনেক কিছু শেখায় এবং এটি সম্পদ সঞ্চয়ের বদলে সঠিকভাবে অর্থ ব্যবহার করতে সাহায্য করে,1,Neutral,banglasarc3
তুই তো মনে হয় শীতের জামাকাপড় কিনস নাই এই বছর,2,Sarcastic,banglasarc3
ভাইরে ভাই কী ডেডিকেশন যে ছিলো দেখা হইলে আবার একটা আরেকটার পড়া ধরতাম রিমেম্বার,0,Non-Sarcastic,banglasarc3
১৯৯০ এর দশকে কোম্পানিটি ১০০৬ চেয়ারের ডিজাইনার সংস্করণ তৈরি করে যেমন স্ট্যাক্যাবল হাডসন চেয়ার এবং প্রক্রিয়াজাতকৃত প্লাস্টিক থেকে ১১১ নেভি চেয়ার,1,Neutral,banglasarc3
একজন ডাক্তার রোগীর জন্য চিকিৎসা নির্ধারণ করেন,1,Neutral,banglasarc3
নিকোলাস টেসলা নামটা শুনলে আবেগ কাজ করে,1,Neutral,banglasarc3
কুলাঙ্গার ছাত্রলীগ ও পা আর ধো চাটা ছেলেদের কমেন্ট দেখেই হাস্যকর লাগে যদি এরা ছাত্রদল বা শিবির হয় তাইলেও ভালো আর যদি সাধারণ মানুষ ও হয় তাও ভালো অস্তিত্ব আর থাকবে না তুদের,0,Non-Sarcastic,banglasarc3
ভেতরের রাস্তা দিয়ে ছোট গাড়ি গুলো চলতেছে তবে দূরপাল্লার গাড়ি গুলো ডেন্স ট্রাফিকে আটকে আছে,1,Neutral,banglasarc3
হুম কিন্তু এটা মেয়েদের চাহিদা তবুও চুপচাপ অপেক্ষা করতে থাকে,0,Non-Sarcastic,banglasarc3
